sentence,ID,clean sentence,parse,start_index,end_index,phrase,total_native,total_non_native,native_complex,non_native_complex,complex_binary,complex_probabilistic,split,count,original phrase,syllables,length
It is prepared by a reaction of arsenic trichloride and potassium iodide : Hydrolysis occurs only slowly in water forming arsenic trioxide and hydroiodic acid .,31N9JPQXIPJGPAEBYWMSQ6AWH14HNG,It is prepared by a reaction of arsenic trichloride and potassium iodide : Hydrolysis occurs only slowly in water forming arsenic trioxide and hydroiodic acid .,,86,92,occurs,10,10,0,0,0,0.0,['occurs'],1,occurs,2,6
It is prepared by a reaction of arsenic trichloride and potassium iodide : Hydrolysis occurs only slowly in water forming arsenic trioxide and hydroiodic acid .,31N9JPQXIPJGPAEBYWMSQ6AWH14HNG,It is prepared by a reaction of arsenic trichloride and potassium iodide : Hydrolysis occurs only slowly in water forming arsenic trioxide and hydroiodic acid .,,98,104,slowly,10,10,0,0,0,0.0,['slowly'],1,slowly,2,6
It is prepared by a reaction of arsenic trichloride and potassium iodide : Hydrolysis occurs only slowly in water forming arsenic trioxide and hydroiodic acid .,31N9JPQXIPJGPAEBYWMSQ6AWH14HNG,It is prepared by a reaction of arsenic trichloride and potassium iodide : Hydrolysis occurs only slowly in water forming arsenic trioxide and hydroiodic acid .,,108,113,water,10,10,0,0,0,0.0,['water'],1,water,2,5
It is prepared by a reaction of arsenic trichloride and potassium iodide : Hydrolysis occurs only slowly in water forming arsenic trioxide and hydroiodic acid .,31N9JPQXIPJGPAEBYWMSQ6AWH14HNG,It is prepared by a reaction of arsenic trichloride and potassium iodide : Hydrolysis occurs only slowly in water forming arsenic trioxide and hydroiodic acid .,,130,138,trioxide,10,10,2,0,1,0.1,['trioxide'],1,trioxide,3,8
It is prepared by a reaction of arsenic trichloride and potassium iodide : Hydrolysis occurs only slowly in water forming arsenic trioxide and hydroiodic acid .,31N9JPQXIPJGPAEBYWMSQ6AWH14HNG,It is prepared by a reaction of arsenic trichloride and potassium iodide : Hydrolysis occurs only slowly in water forming arsenic trioxide and hydroiodic acid .,,143,153,hydroiodic,10,10,5,0,1,0.25,['hydroiodic'],1,hydroiodic,5,10
It is prepared by a reaction of arsenic trichloride and potassium iodide : Hydrolysis occurs only slowly in water forming arsenic trioxide and hydroiodic acid .,31N9JPQXIPJGPAEBYWMSQ6AWH14HNG,It is prepared by a reaction of arsenic trichloride and potassium iodide : Hydrolysis occurs only slowly in water forming arsenic trioxide and hydroiodic acid .,,154,158,acid,10,10,0,0,0,0.0,['acid'],1,acid,2,4
"The aqueous solution is highly acidic , pH of 0.1 N solution is 1.1 .",31N9JPQXIPJGPAEBYWMSQ6AWH14HNG,"The aqueous solution is highly acidic , pH of 0.1 N solution is 1.1 .",,4,11,aqueous,10,10,6,4,1,0.5,['aqueous'],1,aqueous,3,7
"The aqueous solution is highly acidic , pH of 0.1 N solution is 1.1 .",31N9JPQXIPJGPAEBYWMSQ6AWH14HNG,"The aqueous solution is highly acidic , pH of 0.1 N solution is 1.1 .",,12,20,solution,10,10,0,0,0,0.0,['solution'],1,solution,3,8
"The aqueous solution is highly acidic , pH of 0.1 N solution is 1.1 .",31N9JPQXIPJGPAEBYWMSQ6AWH14HNG,"The aqueous solution is highly acidic , pH of 0.1 N solution is 1.1 .",,52,60,solution,10,10,0,0,0,0.0,['solution'],1,solution,3,8
"The aqueous solution is highly acidic , pH of 0.1 N solution is 1.1 .",31N9JPQXIPJGPAEBYWMSQ6AWH14HNG,"The aqueous solution is highly acidic , pH of 0.1 N solution is 1.1 .",,31,37,acidic,10,10,1,0,1,0.05,['acidic'],1,acidic,3,6
"The aqueous solution is highly acidic , pH of 0.1 N solution is 1.1 .",31N9JPQXIPJGPAEBYWMSQ6AWH14HNG,"The aqueous solution is highly acidic , pH of 0.1 N solution is 1.1 .",,24,30,highly,10,10,0,0,0,0.0,['highly'],1,highly,2,6
"The aqueous solution is highly acidic , pH of 0.1 N solution is 1.1 .",31N9JPQXIPJGPAEBYWMSQ6AWH14HNG,"The aqueous solution is highly acidic , pH of 0.1 N solution is 1.1 .",,40,42,ph,10,10,0,0,0,0.0,['pH'],1,pH,2,2
"It decomposes to arsenic trioxide , elemental arsenic and iodine when heated in air at 200 ° C.",31N9JPQXIPJGPAEBYWMSQ6AWH14HNG,"It decomposes to arsenic trioxide , elemental arsenic and iodine when heated in air at 200 ° C.",,17,24,arsenic,10,10,1,0,1,0.05,['arsenic'],1,arsenic,3,7
"It decomposes to arsenic trioxide , elemental arsenic and iodine when heated in air at 200 ° C.",31N9JPQXIPJGPAEBYWMSQ6AWH14HNG,"It decomposes to arsenic trioxide , elemental arsenic and iodine when heated in air at 200 ° C.",,46,53,arsenic,10,10,0,1,1,0.05,['arsenic'],1,arsenic,3,7
"It decomposes to arsenic trioxide , elemental arsenic and iodine when heated in air at 200 ° C.",31N9JPQXIPJGPAEBYWMSQ6AWH14HNG,"It decomposes to arsenic trioxide , elemental arsenic and iodine when heated in air at 200 ° C.",,25,33,trioxide,10,10,0,1,1,0.05,['trioxide'],1,trioxide,3,8
"It decomposes to arsenic trioxide , elemental arsenic and iodine when heated in air at 200 ° C.",31N9JPQXIPJGPAEBYWMSQ6AWH14HNG,"It decomposes to arsenic trioxide , elemental arsenic and iodine when heated in air at 200 ° C.",,3,13,decomposes,10,10,6,5,1,0.55,['decomposes'],1,decomposes,4,10
"It decomposes to arsenic trioxide , elemental arsenic and iodine when heated in air at 200 ° C.",31N9JPQXIPJGPAEBYWMSQ6AWH14HNG,"It decomposes to arsenic trioxide , elemental arsenic and iodine when heated in air at 200 ° C.",,36,45,elemental,10,10,1,0,1,0.05,['elemental'],1,elemental,4,9
"It decomposes to arsenic trioxide , elemental arsenic and iodine when heated in air at 200 ° C.",31N9JPQXIPJGPAEBYWMSQ6AWH14HNG,"It decomposes to arsenic trioxide , elemental arsenic and iodine when heated in air at 200 ° C.",,58,64,iodine,10,10,2,1,1,0.15,['iodine'],1,iodine,3,6
"It decomposes to arsenic trioxide , elemental arsenic and iodine when heated in air at 200 ° C.",31N9JPQXIPJGPAEBYWMSQ6AWH14HNG,"It decomposes to arsenic trioxide , elemental arsenic and iodine when heated in air at 200 ° C.",,70,76,heated,10,10,0,0,0,0.0,['heated'],1,heated,2,6
"It decomposes to arsenic trioxide , elemental arsenic and iodine when heated in air at 200 ° C.",31N9JPQXIPJGPAEBYWMSQ6AWH14HNG,"It decomposes to arsenic trioxide , elemental arsenic and iodine when heated in air at 200 ° C.",,80,83,air,10,10,0,0,0,0.0,['air'],1,air,1,3
"The decomposition , however , commences at 100 ° C and occurs with the liberation of iodine .",31N9JPQXIPJGPAEBYWMSQ6AWH14HNG,"The decomposition , however , commences at 100 ° C and occurs with the liberation of iodine .",,55,61,occurs,10,10,0,0,0,0.0,['occurs'],1,occurs,2,6
"The decomposition , however , commences at 100 ° C and occurs with the liberation of iodine .",31N9JPQXIPJGPAEBYWMSQ6AWH14HNG,"The decomposition , however , commences at 100 ° C and occurs with the liberation of iodine .",,85,91,iodine,10,10,2,1,1,0.15,['iodine'],1,iodine,3,6
"The decomposition , however , commences at 100 ° C and occurs with the liberation of iodine .",31N9JPQXIPJGPAEBYWMSQ6AWH14HNG,"The decomposition , however , commences at 100 ° C and occurs with the liberation of iodine .",,4,17,decomposition,10,10,3,1,1,0.2,['decomposition'],1,decomposition,5,13
"The decomposition , however , commences at 100 ° C and occurs with the liberation of iodine .",31N9JPQXIPJGPAEBYWMSQ6AWH14HNG,"The decomposition , however , commences at 100 ° C and occurs with the liberation of iodine .",,30,39,commences,10,10,3,2,1,0.25,['commences'],1,commences,3,9
"The decomposition , however , commences at 100 ° C and occurs with the liberation of iodine .",31N9JPQXIPJGPAEBYWMSQ6AWH14HNG,"The decomposition , however , commences at 100 ° C and occurs with the liberation of iodine .",,71,81,liberation,10,10,5,3,1,0.4,['liberation'],1,liberation,4,10
Most administrators consider such an unblock request a sure sign of a sock account ( particularly one with very few edits otherwise ) and will decline on that basis .,3K3IX1W4S6S1I8IA85PSD9SN4LFAPU,Most administrators consider such an unblock request a sure sign of a sock account ( particularly one with very few edits otherwise ) and will decline on that basis .,,159,164,basis,10,10,1,0,1,0.05,['basis'],1,basis,2,5
Most administrators consider such an unblock request a sure sign of a sock account ( particularly one with very few edits otherwise ) and will decline on that basis .,3K3IX1W4S6S1I8IA85PSD9SN4LFAPU,Most administrators consider such an unblock request a sure sign of a sock account ( particularly one with very few edits otherwise ) and will decline on that basis .,,5,19,administrators,10,10,5,4,1,0.45,['administrators'],1,administrators,5,14
Most administrators consider such an unblock request a sure sign of a sock account ( particularly one with very few edits otherwise ) and will decline on that basis .,3K3IX1W4S6S1I8IA85PSD9SN4LFAPU,Most administrators consider such an unblock request a sure sign of a sock account ( particularly one with very few edits otherwise ) and will decline on that basis .,,0,4,most,10,10,0,0,0,0.0,['Most'],1,Most,1,4
Most administrators consider such an unblock request a sure sign of a sock account ( particularly one with very few edits otherwise ) and will decline on that basis .,3K3IX1W4S6S1I8IA85PSD9SN4LFAPU,Most administrators consider such an unblock request a sure sign of a sock account ( particularly one with very few edits otherwise ) and will decline on that basis .,,20,28,consider,10,10,0,1,1,0.05,['consider'],1,consider,3,8
Most administrators consider such an unblock request a sure sign of a sock account ( particularly one with very few edits otherwise ) and will decline on that basis .,3K3IX1W4S6S1I8IA85PSD9SN4LFAPU,Most administrators consider such an unblock request a sure sign of a sock account ( particularly one with very few edits otherwise ) and will decline on that basis .,,37,44,unblock,10,10,2,7,1,0.45,['unblock'],1,unblock,2,7
Most administrators consider such an unblock request a sure sign of a sock account ( particularly one with very few edits otherwise ) and will decline on that basis .,3K3IX1W4S6S1I8IA85PSD9SN4LFAPU,Most administrators consider such an unblock request a sure sign of a sock account ( particularly one with very few edits otherwise ) and will decline on that basis .,,70,74,sock,10,10,0,2,1,0.1,['sock'],1,sock,1,4
Most administrators consider such an unblock request a sure sign of a sock account ( particularly one with very few edits otherwise ) and will decline on that basis .,3K3IX1W4S6S1I8IA85PSD9SN4LFAPU,Most administrators consider such an unblock request a sure sign of a sock account ( particularly one with very few edits otherwise ) and will decline on that basis .,,45,52,request,10,10,0,0,0,0.0,['request'],1,request,2,7
Most administrators consider such an unblock request a sure sign of a sock account ( particularly one with very few edits otherwise ) and will decline on that basis .,3K3IX1W4S6S1I8IA85PSD9SN4LFAPU,Most administrators consider such an unblock request a sure sign of a sock account ( particularly one with very few edits otherwise ) and will decline on that basis .,,60,64,sign,10,10,0,0,0,0.0,['sign'],1,sign,1,4
Most administrators consider such an unblock request a sure sign of a sock account ( particularly one with very few edits otherwise ) and will decline on that basis .,3K3IX1W4S6S1I8IA85PSD9SN4LFAPU,Most administrators consider such an unblock request a sure sign of a sock account ( particularly one with very few edits otherwise ) and will decline on that basis .,,85,97,particularly,10,10,1,0,1,0.05,['particularly'],1,particularly,5,12
Most administrators consider such an unblock request a sure sign of a sock account ( particularly one with very few edits otherwise ) and will decline on that basis .,3K3IX1W4S6S1I8IA85PSD9SN4LFAPU,Most administrators consider such an unblock request a sure sign of a sock account ( particularly one with very few edits otherwise ) and will decline on that basis .,,75,82,account,10,10,0,0,0,0.0,['account'],1,account,2,7
Most administrators consider such an unblock request a sure sign of a sock account ( particularly one with very few edits otherwise ) and will decline on that basis .,3K3IX1W4S6S1I8IA85PSD9SN4LFAPU,Most administrators consider such an unblock request a sure sign of a sock account ( particularly one with very few edits otherwise ) and will decline on that basis .,,116,121,edits,10,10,0,1,1,0.05,['edits'],1,edits,2,5
Most administrators consider such an unblock request a sure sign of a sock account ( particularly one with very few edits otherwise ) and will decline on that basis .,3K3IX1W4S6S1I8IA85PSD9SN4LFAPU,Most administrators consider such an unblock request a sure sign of a sock account ( particularly one with very few edits otherwise ) and will decline on that basis .,,122,131,otherwise,10,10,0,1,1,0.05,['otherwise'],1,otherwise,3,9
Most administrators consider such an unblock request a sure sign of a sock account ( particularly one with very few edits otherwise ) and will decline on that basis .,3K3IX1W4S6S1I8IA85PSD9SN4LFAPU,Most administrators consider such an unblock request a sure sign of a sock account ( particularly one with very few edits otherwise ) and will decline on that basis .,,143,150,decline,10,10,1,3,1,0.2,['decline'],1,decline,2,7
"Most such accounts are soft-blocked , meaning a new account may be created while the old one is blocked .",3K3IX1W4S6S1I8IA85PSD9SN4LFAPU,"Most such accounts are soft-blocked , meaning a new account may be created while the old one is blocked .",,38,45,meaning,10,10,0,0,0,0.0,['meaning'],1,meaning,2,7
"Most such accounts are soft-blocked , meaning a new account may be created while the old one is blocked .",3K3IX1W4S6S1I8IA85PSD9SN4LFAPU,"Most such accounts are soft-blocked , meaning a new account may be created while the old one is blocked .",,0,4,most,10,10,0,0,0,0.0,['Most'],1,Most,1,4
"Most such accounts are soft-blocked , meaning a new account may be created while the old one is blocked .",3K3IX1W4S6S1I8IA85PSD9SN4LFAPU,"Most such accounts are soft-blocked , meaning a new account may be created while the old one is blocked .",,52,59,account,10,10,0,0,0,0.0,['account'],1,account,2,7
"Most such accounts are soft-blocked , meaning a new account may be created while the old one is blocked .",3K3IX1W4S6S1I8IA85PSD9SN4LFAPU,"Most such accounts are soft-blocked , meaning a new account may be created while the old one is blocked .",,23,35,soft-blocked,10,10,10,7,1,0.85,['soft-blocked'],1,soft-blocked,0,12
